"Index" "FTSE.Close" "GSPC.Close" "NDX.Close" "N225.Close" "MERV.Close"
2007-03-06 6138.5 1395.410034 1743.099976 16844.5 2004.77002
2007-03-07 6156.5 1391.969971 1736.099976 16764.619141 1995.069946
2007-03-08 6227.700195 1401.890015 1746.430054 17090.310547 2035.030029
2007-03-09 6245.200195 1402.839966 1744.73999 17164.039062 2036.459961
2007-03-12 6233.299805 1406.599976 1756.420044 17292.390625 2068.179932
2007-03-13 6161.200195 1377.949951 1722.47998 17178.839844 1990.349976
2007-03-14 6000.700195 1387.170044 1743.150024 16676.890625 2011.51001
2007-03-15 6133.200195 1392.280029 1744.869995 16860.390625 2007.5
2007-03-16 6130.600098 1386.949951 1742.22998 16744.150391 1985.790039
2007-03-19 6189.399902 1402.060059 1758.22998 17009.550781 2030.599976
2007-03-20 6220.299805 1410.939941 1767.25 17163.199219 2040.030029
2007-03-21 6256.799805 1435.040039 1806.349976 NA 2083.629883
2007-03-22 6318 1434.540039 1799.75 17419.199219 2073.929932
2007-03-23 6339.399902 1436.109985 1794.040039 17480.609375 2085.51001
2007-03-26 6291.899902 1437.5 1802.949951 17521.960938 2077.02002
2007-03-27 6292.600098 1428.609985 1789.930054 17365.050781 2060.280029
2007-03-28 6267.200195 1417.22998 1770.540039 17254.730469 2072.070068
2007-03-29 6324.200195 1422.530029 1771.719971 17263.939453 2099.090088
2007-03-30 6308 1420.859985 1772.359985 17287.650391 2102.780029
2007-04-02 6315.5 1424.550049 1773.329956 17028.410156 NA
2007-04-03 6366.100098 1437.77002 1796.310059 17244.050781 2114.620117
2007-04-04 6364.700195 1439.369995 1801.73999 17544.089844 2127.47998
2007-04-05 6397.299805 1443.76001 1812.939941 17491.419922 NA
2007-04-06 6397.299805 NA NA 17484.779297 NA
2007-04-09 6397.299805 1444.609985 1808.189941 17743.759766 2131.939941
2007-04-10 6417.799805 1448.390015 1816.930054 17664.689453 2155.580078
2007-04-11 6413.299805 1438.869995 1798.089966 17670.070312 2154.5
2007-04-12 6416.399902 1447.800049 1813.48999 17540.419922 2188.070068
2007-04-13 6462.399902 1452.849976 1816.849976 17363.949219 2212.97998
2007-04-16 6516.200195 1468.329956 1833.959961 17628.300781 2224.830078
2007-04-17 6497.799805 1471.47998 1834.910034 17527.449219 2195.159912
2007-04-18 6449.399902 1472.5 1832.390015 17667.330078 2211.959961
2007-04-19 6440.600098 1470.72998 1832.469971 17371.970703 2200.27002
2007-04-20 6486.799805 1484.349976 1845.890015 17452.619141 2216.600098
2007-04-23 6479.700195 1480.930054 1850.180054 17455.369141 2192.419922
2007-04-24 6429.5 1480.410034 1858.869995 17451.769531 2181.159912
2007-04-25 6462 1495.420044 1881.329956 17236.160156 2185.459961
2007-04-26 6469.399902 1494.25 1889.569946 17429.169922 2188.810059
2007-04-27 6418.700195 1494.069946 1891.060059 17400.410156 2197.77002
2007-04-30 6449.200195 1482.369995 1867.75 NA 2154.550049
2007-05-01 6419.600098 1486.300049 1873.430054 17274.980469 NA
2007-05-02 6484.5 1495.920044 1889.72998 17394.919922 2156.840088
2007-05-03 6537.799805 1502.390015 1895.640015 NA 2174.77002
2007-05-04 6603.700195 1505.619995 1895.699951 NA 2163.72998
2007-05-07 6603.700195 1509.47998 1895.959961 17669.830078 2132.280029
2007-05-08 6550.399902 1507.719971 1899.829956 17656.839844 2131.649902
2007-05-09 6549.600098 1512.579956 1905.650024 17748.119141 2155.26001
2007-05-10 6524.100098 1491.469971 1875.199951 17736.960938 2098.090088
2007-05-11 6565.700195 1505.849976 1898.790039 17553.720703 2128.25
2007-05-14 6555.5 1503.150024 1888.079956 17677.939453 2127.689941
2007-05-15 6568.700195 1501.189941 1871.790039 17512.980469 2139.639893
2007-05-16 6559.5 1514.140015 1891.569946 17529 2162.889893
2007-05-17 6579.299805 1512.75 1884.680054 17498.599609 2171.629883
2007-05-18 6640.899902 1522.75 1896.930054 17399.580078 2186.389893
2007-05-21 6636.799805 1525.099976 1911.160034 17556.869141 2209.080078
2007-05-22 6606.600098 1524.119995 1916.449951 17680.050781 2193.469971
2007-05-23 6616.399902 1522.280029 1904.410034 17705.119141 2196.100098
2007-05-24 6565.5 1507.51001 1874.599976 17696.970703 2172.350098
2007-05-25 6570.600098 1515.72998 1889.25 17481.210938 NA
2007-05-28 6570.600098 NA NA 17587.589844 2192.939941
2007-05-29 6606.5 1518.109985 1899.790039 17672.560547 2202.399902
2007-05-30 6602.100098 1530.22998 1918.079956 17588.259766 2222.219971
2007-05-31 6621.5 1530.619995 1928.189941 17875.75 2243.030029
2007-06-01 6676.700195 1536.339966 1928.26001 17958.880859 2249.360107
2007-06-04 6664.100098 1539.180054 1933.72998 17973.419922 2240.649902
2007-06-05 6632.799805 1530.949951 1932.349976 18053.810547 2234.73999
2007-06-06 6522.700195 1517.380005 1914.849976 18040.929688 2206.159912
2007-06-07 6505.100098 1490.719971 1882.170044 18053.380859 2158.820068
2007-06-08 6505.100098 1507.670044 1906.26001 17779.089844 2169.280029
2007-06-11 6567.5 1509.119995 1901.959961 17834.480469 2162.100098
2007-06-12 6520.5 1493 1890.670044 17760.910156 2147.110107
2007-06-13 6559.600098 1515.670044 1913.869995 17732.769531 2168.429932
2007-06-14 6649.899902 1522.969971 1924.540039 17842.289062 2193.030029
2007-06-15 6732.399902 1532.910034 1942.410034 17971.490234 2216.580078
2007-06-18 6703.5 1531.050049 1944.369995 18149.519531 NA
2007-06-19 6650.200195 1533.699951 1941.75 18163.609375 2239.689941
2007-06-20 6649.299805 1512.839966 1922.119995 18211.679688 2226.01001
2007-06-21 6596 1522.189941 1941.319946 18240.300781 2235.040039
2007-06-22 6567.399902 1502.560059 1921.939941 18188.630859 2229.899902
2007-06-25 6588.399902 1497.73999 1912.900024 18087.480469 2202.909912
2007-06-26 6559.299805 1492.890015 1908.640015 18066.109375 2195.639893
2007-06-27 6527.600098 1506.339966 1933.060059 17849.279297 2227.330078
2007-06-28 6571.299805 1505.709961 1931.670044 17932.269531 2216.090088
2007-06-29 6607.899902 1503.349976 1934.099976 18138.359375 2190.870117
2007-07-02 6590.600098 1519.430054 1954.119995 18146.300781 2234.800049
2007-07-03 6639.799805 1524.869995 1965.199951 18149.900391 2230.610107
2007-07-04 6673.100098 NA NA 18168.720703 2252.399902
2007-07-05 6635.200195 1525.400024 1981.060059 18221.480469 2247.149902
2007-07-06 6690.100098 1530.439941 1988.310059 18140.939453 2249.01001
2007-07-09 6712.700195 1531.849976 1989.199951 18261.980469 NA
2007-07-10 6630.899902 1510.119995 1971.890015 18252.669922 2253.300049
2007-07-11 6615.100098 1518.76001 1984.079956 18049.509766 2266.090088
2007-07-12 6697.700195 1547.699951 2021.030029 17984.140625 2289.129883
2007-07-13 6716.700195 1552.5 2032.160034 18238.949219 2287.820068
2007-07-16 6697.700195 1549.52002 2028.02002 NA 2248.850098
2007-07-17 6659.200195 1549.369995 2041.780029 18217.269531 2251.590088
2007-07-18 6567.100098 1546.170044 2037.97998 18015.580078 2247.830078
2007-07-19 6640.200195 1553.079956 2052.98999 18116.570312 2287.570068
2007-07-20 6585.200195 1534.099976 2035.880005 18157.929688 2277.469971
2007-07-23 6624.399902 1541.569946 2036.329956 17963.640625 2303.429932
2007-07-24 6498.700195 1511.040039 2000.550049 18002.029297 2241.429932
2007-07-25 6454.299805 1518.089966 2011.140015 17858.419922 2242.780029
2007-07-26 6251.200195 1482.660034 1986.599976 17702.089844 2153.27002
2007-07-27 6215.200195 1458.949951 1956.189941 17283.810547 2149.889893
2007-07-30 6206.100098 1473.910034 1973.930054 17289.300781 2186.370117
2007-07-31 6360.100098 1455.27002 1932.060059 17248.890625 2180.25
2007-08-01 6250.600098 1465.810059 1945.079956 16870.980469 2177.189941
2007-08-02 6300.299805 1472.199951 1966.599976 16984.109375 2186.639893
2007-08-03 6224.299805 1433.060059 1918.560059 16979.859375 2148.419922
2007-08-06 6189.100098 1467.670044 1954.369995 16914.460938 2107.810059
2007-08-07 6308.799805 1476.709961 1961.640015 16921.769531 2121.51001
2007-08-08 6393.899902 1497.48999 1987.339966 17029.279297 2158.439941
2007-08-09 6271.200195 1453.089966 1936.76001 17170.599609 2087.679932
2007-08-10 6038.299805 1453.640015 1925.140015 16764.089844 2053.129883
2007-08-13 6219 1452.920044 1934.410034 16800.050781 2065.820068
2007-08-14 6143.5 1426.540039 1901.319946 16844.609375 2029.680054
2007-08-15 6109.299805 1406.699951 1864.920044 16475.609375 1924.72998
2007-08-16 5858.899902 1411.27002 1846.089966 16148.490234 1833.709961
2007-08-17 6064.200195 1445.939941 1888.780029 15273.679688 1929.119995
2007-08-20 6078.700195 1445.550049 1893.050049 15732.480469 NA
2007-08-21 6086.100098 1447.119995 1910.98999 15901.339844 1962.76001
2007-08-22 6196 1464.069946 1936.77002 15900.639648 2008.5
2007-08-23 6196.899902 1462.5 1931.880005 16316.320312 2038.290039
2007-08-24 6220.100098 1479.369995 1961.380005 16248.969727 2081.449951
2007-08-27 6220.100098 1466.790039 1947.48999 16301.389648 2076.530029
2007-08-28 6102.200195 1432.359985 1899.23999 16287.490234 1985.900024
2007-08-29 6132.200195 1463.76001 1954.849976 16012.830078 2045.670044
2007-08-30 6212 1457.640015 1963.75 16153.820312 2040.560059
2007-08-31 6303.299805 1473.98999 1988.72998 16569.089844 2062.080078
2007-09-03 6315.200195 NA NA 16524.929688 2071.530029
2007-09-04 6376.799805 1489.420044 2020.51001 16420.470703 2068.189941
2007-09-05 6270.700195 1472.290039 1994.380005 16158.450195 2061.01001
2007-09-06 6313.299805 1478.550049 1998.670044 16257 2078.929932
2007-09-07 6191.200195 1453.550049 1958.349976 16122.160156 2041.040039
2007-09-10 6134.100098 1451.699951 1960.199951 15764.969727 2018.160034
2007-09-11 6280.700195 1471.48999 1988.97998 15877.669922 2018.810059
2007-09-12 6306.200195 1471.560059 1988.959961 15797.599609 2008.73999
2007-09-13 6363.899902 1483.949951 1998.630005 15821.19043 2040.25
2007-09-14 6289.299805 1484.25 2000.819946 16127.419922 2048.909912
2007-09-17 6182.799805 1476.650024 1983.079956 NA 2031.25
2007-09-18 6283.299805 1519.780029 2035.369995 15801.799805 2090.26001
2007-09-19 6460 1529.030029 2041.359985 16381.540039 2116.48999
2007-09-20 6429 1518.75 2032.609985 16413.789062 2100.459961
2007-09-21 6456.700195 1525.75 2049.47998 16312.610352 2121.709961
2007-09-24 6465.899902 1517.72998 2057.25 NA 2145.22998
2007-09-25 6396.899902 1517.209961 2076.830078 16401.730469 2145.840088
2007-09-26 6433 1525.420044 2088.379883 16435.740234 2177.23999
2007-09-27 6486.399902 1531.380005 2096.389893 16832.220703 2192.449951
2007-09-28 6466.799805 1526.75 2091.110107 16785.689453 2187.969971
2007-10-01 6506.299805 1547.040039 2116.969971 16845.960938 2231.429932
2007-10-02 6500.399902 1546.630005 2115.889893 17046.779297 2260.449951
2007-10-03 6535.200195 1539.589966 2103.01001 17199.890625 2254.389893
2007-10-04 6547.899902 1542.839966 2105.560059 17092.490234 2254.320068
2007-10-05 6595.799805 1557.589966 2149.669922 17065.039062 2277.75
2007-10-08 6540.899902 1552.579956 2163.26001 NA 2286.709961
2007-10-09 6615.399902 1565.150024 2171.209961 17159.900391 2291.840088
2007-10-10 6633 1562.469971 2176.97998 17177.890625 2277.399902
2007-10-11 6724.5 1554.410034 2140.919922 17458.980469 2246.850098
2007-10-12 6730.700195 1561.800049 2177.98999 17331.169922 2262.110107
2007-10-15 6644.5 1548.709961 2158.919922 17358.150391 2262.110107
2007-10-16 6614.299805 1538.530029 2151.139893 17137.919922 2235.110107
2007-10-17 6677.700195 1541.23999 2179.139893 16955.310547 2240.209961
2007-10-18 6609.399902 1540.079956 2187.52002 17106.089844 2270.409912
2007-10-19 6527.899902 1500.630005 2131.080078 16814.369141 2236.870117
2007-10-22 6459.299805 1506.329956 2157.449951 16438.470703 2234.659912
2007-10-23 6514 1519.589966 2205.179932 16450.580078 2251.929932
2007-10-24 6482 1515.880005 2188.590088 16358.389648 2256.610107
2007-10-25 6576.299805 1514.400024 2161.52002 16284.169922 2282.570068
2007-10-26 6661.299805 1535.280029 2194.590088 16505.630859 2327.149902
2007-10-29 6706 1540.97998 2203.419922 16698.080078 2337.110107
2007-10-30 6659 1531.02002 2207.610107 16651.009766 2339.090088
2007-10-31 6721.600098 1549.380005 2238.97998 16737.630859 2351.439941
2007-11-01 6586.100098 1508.439941 2197.070068 16870.400391 2321.570068
2007-11-02 6530.600098 1509.650024 2213.860107 16517.480469 2336.699951
2007-11-05 6461.399902 1502.170044 2200.47998 16268.919922 2297.810059
2007-11-06 6474.899902 1520.27002 2223.969971 16249.629883 NA
2007-11-07 6385.100098 1475.619995 2169.429932 16096.679688 2298.820068
2007-11-08 6381.899902 1474.77002 2106.159912 15771.570312 2263.02002
2007-11-09 6304.899902 1453.699951 2034.300049 15583.419922 2314.22998
2007-11-12 6337.899902 1439.180054 1982.160034 15197.089844 2273.26001
2007-11-13 6362.399902 1481.050049 2066.080078 15126.629883 2305.22998
2007-11-14 6432.100098 1470.579956 2038.050049 15499.55957 2309.429932
2007-11-15 6359.600098 1451.150024 2024.030029 15396.299805 2268.070068
2007-11-16 6291.200195 1458.73999 2048.620117 15154.610352 2281.159912
2007-11-19 6120.799805 1433.27002 2021.140015 15042.55957 2243.530029
2007-11-20 6226.5 1439.699951 2029.939941 15211.519531 2245.889893
2007-11-21 6070.899902 1416.77002 2006.380005 14837.660156 2216.149902
2007-11-22 6155.299805 NA NA 14888.769531 2210.540039
2007-11-23 6262.100098 1440.699951 2028.900024 NA 2212.040039
2007-11-26 6180.5 1407.219971 1989.359985 15135.209961 2190.820068
2007-11-27 6140.700195 1428.22998 2033.76001 15222.849609 2169.780029
2007-11-28 6306.200195 1469.02002 2095.389893 15153.780273 2230.830078
2007-11-29 6349.100098 1469.719971 2102.419922 15513.740234 2236.389893
2007-11-30 6432.5 1481.140015 2089.100098 15680.669922 2207.159912
2007-12-03 6386.600098 1472.420044 2067.449951 15628.969727 2192.070068
2007-12-04 6315.200195 1462.790039 2059.060059 15480.19043 2186.939941
2007-12-05 6493.799805 1485.01001 2099.310059 15608.879883 2211.850098
2007-12-06 6485.600098 1507.339966 2127.649902 15874.080078 2241.939941
2007-12-07 6554.899902 1504.660034 2130 15956.370117 2238.860107
2007-12-10 6565.399902 1515.959961 2134.879883 15924.389648 2244.969971
2007-12-11 6536.899902 1477.650024 2083.719971 16044.719727 2230.429932
2007-12-12 6559.799805 1486.589966 2101.360107 15932.259766 2226.120117
2007-12-13 6364.200195 1488.410034 2094.679932 15536.519531 2196.47998
2007-12-14 6397 1467.949951 2072.110107 15514.509766 2184.48999
2007-12-17 6277.799805 1445.900024 2020.800049 15249.790039 2127.209961
2007-12-18 6279.299805 1454.97998 2029.48999 15207.860352 2125.669922
2007-12-19 6284.5 1453 2031 15030.509766 2130.120117
2007-12-20 6345.600098 1460.119995 2069.679932 15031.599609 2140.310059
2007-12-21 6434.100098 1484.459961 2111.77002 15257 2145.25
2007-12-24 6479.299805 1496.449951 2128.620117 NA NA
2007-12-25 6479.299805 NA NA 15552.589844 NA
2007-12-26 6479.299805 1497.660034 2136.939941 15653.540039 2179.899902
2007-12-27 6497.799805 1476.27002 2106.090088 15564.69043 2168.22998
2007-12-28 6476.899902 1478.48999 2107.050049 15307.780273 2151.72998
2007-12-31 6456.899902 1468.359985 2084.929932 NA NA
2008-01-01 6456.899902 NA NA NA NA
2008-01-02 6416.700195 1447.160034 2049.709961 NA 2151.73999
2008-01-03 6479.399902 1447.160034 2051.76001 NA 2150.570068
2008-01-04 6348.5 1411.630005 1963.52002 14691.410156 2128.939941
2008-01-07 6335.700195 1416.180054 1957.439941 14500.549805 2103.719971
2008-01-08 6356.5 1390.189941 1910.329956 14528.669922 2140.949951
2008-01-09 6272.700195 1409.130005 1949.199951 14599.160156 2089.580078
2008-01-10 6222.700195 1420.329956 1953.640015 14388.110352 2084.550049
2008-01-11 6202 1401.02002 1912.810059 14110.790039 2082.929932
2008-01-14 6215.700195 1416.25 1949.150024 NA 2132.379883
2008-01-15 6025.600098 1380.949951 1894.089966 13972.629883 2069.310059
2008-01-16 5942.899902 1373.199951 1872.290039 13504.509766 2065.77002
2008-01-17 5902.399902 1333.25 1842.099976 13783.450195 2011.209961
2008-01-18 5901.700195 1325.189941 1844.089966 13861.290039 2002.459961
2008-01-21 5578.200195 NA NA 13325.94043 1876.869995
2008-01-22 5740.100098 1310.5 1795.609985 12573.049805 1943.560059
2008-01-23 5609.399902 1338.599976 1789.530029 12829.05957 1891.25
2008-01-24 5875.799805 1352.069946 1826.920044 13092.780273 1966.459961
2008-01-25 5869 1330.609985 1789.170044 13629.160156 1982.72998
2008-01-28 5788.899902 1353.959961 1805.079956 13087.910156 2003.829956
2008-01-29 5885.200195 1362.300049 1807.670044 13478.860352 2003.859985
2008-01-30 5837.299805 1355.810059 1808.51001 13345.030273 2036.180054
2008-01-31 5879.799805 1378.550049 1841.420044 13592.469727 2007.27002
2008-02-01 6029.200195 1395.420044 1855.27002 13497.160156 2045.140015
2008-02-04 6026.200195 1380.819946 1828.800049 13859.700195 2084.550049
2008-02-05 5868 1336.640015 1773.48999 13745.5 2054.790039
2008-02-06 5875.399902 1326.449951 1740.949951 13099.240234 2039.51001
2008-02-07 5724.100098 1336.910034 1753.300049 13207.150391 2011.069946
2008-02-08 5784 1331.290039 1773.73999 13017.240234 1992.619995
2008-02-11 5707.700195 1339.130005 1793.089966 NA 2001.26001
2008-02-12 5910 1348.859985 1780.540039 13021.959961 2034.130005
2008-02-13 5880.100098 1367.209961 1823 13068.299805 2043.430054
2008-02-14 5879.299805 1348.859985 1787.589966 13626.450195 2041.810059
2008-02-15 5787.600098 1349.98999 1780.380005 13622.55957 2039.089966
2008-02-18 5946.600098 NA NA 13635.400391 2060.5
2008-02-19 5966.899902 1348.780029 1764.810059 13757.910156 2062.820068
2008-02-20 5893.600098 1360.030029 1787.449951 13310.370117 2074.699951
2008-02-21 5932.200195 1342.530029 1766.300049 13688.280273 2083.459961
2008-02-22 5888.5 1353.109985 1773.439941 13500.459961 2088.360107
2008-02-25 5999.5 1371.800049 1785.459961 13914.570312 2120.73999
2008-02-26 6087.399902 1381.290039 1791.310059 13824.719727 2151.379883
2008-02-27 6076.5 1380.02002 1799.939941 14031.299805 2166.209961
2008-02-28 5965.700195 1367.680054 1794.459961 13925.509766 2199.120117
2008-02-29 5884.299805 1330.630005 1745.27002 13603.019531 2162.199951
2008-03-03 5818.600098 1331.339966 1733.27002 12992.179688 2136.790039
2008-03-04 5767.700195 1326.75 1743.699951 12992.280273 2134.560059
2008-03-05 5853.5 1333.699951 1753.569946 12972.05957 2182.110107
2008-03-06 5766.399902 1304.339966 1712.5 13215.419922 2179.070068
2008-03-07 5699.899902 1293.369995 1707.5 12782.799805 2129.840088
2008-03-10 5629.100098 1273.369995 1673.030029 12532.129883 2100.600098
2008-03-11 5690.399902 1320.650024 1740.949951 12658.280273 2144.47998
2008-03-12 5776.399902 1308.77002 1735.180054 12861.129883 2134.139893
2008-03-13 5692.399902 1315.47998 1750.400024 12433.44043 2149.909912
2008-03-14 5631.700195 1288.140015 1713.829956 12241.599609 2117.100098
2008-03-17 5414.399902 1276.599976 1687.189941 11787.509766 2056.959961
2008-03-18 5605.799805 1330.73999 1761.050049 11964.160156 2081.669922
2008-03-19 5545.600098 1298.420044 1715.589966 12260.44043 2014.060059
2008-03-20 5495.200195 1329.51001 1751.98999 NA NA
2008-03-21 5495.200195 NA NA 12482.570312 NA
2008-03-24 5495.200195 1349.880005 1814.400024 12480.089844 NA
2008-03-25 5689.100098 1352.98999 1824.540039 12745.219727 2068.219971
2008-03-26 5660.399902 1341.130005 1817.280029 12706.629883 2079.790039
2008-03-27 5717.5 1325.76001 1777.890015 12604.580078 2083.659912
2008-03-28 5692.899902 1315.219971 1767.569946 12820.469727 2089.709961
2008-03-31 5702.100098 1322.699951 1781.930054 12525.540039 2103.719971
2008-04-01 5852.600098 1370.180054 1855.47998 12656.419922 2136.080078
2008-04-02 5915.899902 1367.530029 1848.800049 13189.360352 NA
2008-04-03 5891.299805 1369.310059 1855.189941 13389.900391 2152.620117
2008-04-04 5947.100098 1370.400024 1865.869995 13293.219727 2152.030029
2008-04-07 6014.799805 1372.540039 1860.829956 13450.230469 2146.280029
2008-04-08 5990.200195 1365.540039 1846.140015 13250.429688 2158.72998
2008-04-09 5983.899902 1354.48999 1826.189941 13111.889648 2149.899902
2008-04-10 5965.100098 1360.550049 1852.969971 12945.299805 2135.459961
2008-04-11 5895.5 1332.829956 1798.719971 13323.730469 2115.120117
2008-04-14 5831.600098 1328.319946 1790.930054 12917.509766 2120.709961
2008-04-15 5906.899902 1334.430054 1794.72998 12990.580078 2121.310059
2008-04-16 6046.200195 1364.709961 1846.890015 13146.129883 2161.540039
2008-04-17 5980.399902 1365.560059 1840.880005 13398.299805 2161.76001
2008-04-18 6056.600098 1390.329956 1900.280029 13476.450195 2186.469971
2008-04-21 6053 1388.170044 1913.119995 13696.549805 2201.620117
2008-04-22 6034.700195 1375.939941 1881.650024 13547.820312 2147
2008-04-23 6083.600098 1379.930054 1906.660034 13579.160156 2140.419922
2008-04-24 6050.700195 1388.819946 1924.579956 13540.870117 2129.469971
2008-04-25 6091.399902 1397.839966 1918.579956 13863.469727 2101.399902
2008-04-28 6090.399902 1396.369995 1923.26001 13894.370117 2110.189941
2008-04-29 6089.399902 1390.939941 1933.599976 NA 2070
2008-04-30 6087.299805 1385.589966 1917.699951 13849.990234 2095.530029
2008-05-01 6087.299805 1409.339966 1980.439941 13766.860352 NA
2008-05-02 6215.5 1413.900024 1981.869995 14049.259766 2107.629883
2008-05-05 6215.5 1407.48999 1975.819946 NA 2105.570068
2008-05-06 6215.299805 1418.26001 1990.609985 NA 2127.090088
2008-05-07 6261 1392.569946 1951.420044 14102.480469 2093.98999
2008-05-08 6270.799805 1397.680054 1966.859985 13943.259766 2101.850098
2008-05-09 6204.700195 1388.280029 1960.290039 13655.339844 2114.439941
2008-05-12 6220.700195 1403.579956 1997.02002 13743.360352 2125.360107
2008-05-13 6211.899902 1403.040039 2000.609985 13953.730469 2106.689941
2008-05-14 6216 1408.660034 1997.300049 14118.549805 2088.780029
2008-05-15 6251.799805 1423.569946 2031.339966 14251.740234 2122.120117
2008-05-16 6304.299805 1425.349976 2031.27002 14219.480469 2137.01001
2008-05-19 6376.5 1426.630005 2016.599976 14269.610352 2194.110107
2008-05-20 6191.600098 1413.400024 2000.670044 14160.089844 2218.290039
2008-05-21 6198.100098 1390.709961 1956.800049 13926.299805 2221.129883
2008-05-22 6181.600098 1394.349976 1964.920044 13978.459961 2248.629883
2008-05-23 6087.299805 1375.930054 1958.959961 14012.200195 2235.330078
2008-05-26 6087.299805 NA NA 13690.19043 2239.379883
2008-05-27 6058.5 1385.349976 1995.439941 13893.30957 2214.77002
2008-05-28 6069.600098 1390.839966 2000.069946 13709.44043 2233.409912
2008-05-29 6068.100098 1398.26001 2019.02002 14124.469727 2223.889893
2008-05-30 6053.5 1400.380005 2032.569946 14338.540039 2205.719971
2008-06-02 6007.600098 1385.670044 2006.839966 14440.139648 2197.820068
2008-06-03 6057.700195 1377.650024 1996.790039 14209.169922 2181.76001
2008-06-04 5970.100098 1377.199951 2021.449951 14435.570312 2141.25
2008-06-05 5995.299805 1404.050049 2055.110107 14341.120117 2189.600098
2008-06-06 5906.799805 1360.680054 1990.390015 14489.44043 2179.719971
2008-06-09 5877.600098 1361.76001 1979.709961 14181.379883 2162.120117
2008-06-10 5827.299805 1358.439941 1972.540039 14021.169922 2109.72998
2008-06-11 5723.299805 1335.48999 1924.329956 14183.480469 2072.080078
2008-06-12 5790.5 1339.869995 1924.26001 13888.599609 2056.689941
2008-06-13 5802.799805 1360.030029 1966.01001 13973.730469 2066.439941
2008-06-16 5794.600098 1360.140015 1984.76001 14354.370117 NA
2008-06-17 5861.899902 1350.930054 1972.819946 14348.370117 2036
2008-06-18 5756.899902 1337.810059 1951.099976 14452.820312 2048.110107
2008-06-19 5708.399902 1342.829956 1982.689941 14130.169922 2063.189941
2008-06-20 5620.799805 1317.930054 1928.390015 13942.080078 2066.280029
2008-06-23 5667.200195 1318 1913.310059 13857.469727 2091.550049
2008-06-24 5634.700195 1314.290039 1903.73999 13849.55957 2067.590088
2008-06-25 5666.100098 1321.969971 1933.859985 13829.919922 2091.919922
